date,city,mean_t,rh,rainfall
2020-09-13,Kisumu,24.1,65.8,0.0
2020-09-14,Ukunda,26.9,77.7,
2020-09-14,Kisumu,24.8,62.3,0.0
2020-09-15,Ukunda,26.9,77.9,
2020-09-15,Kisumu,25.0,61.4,0.0
2020-09-16,Ukunda,26.8,78.1,
2020-09-16,Kisumu,25.3,59.2,0.0
2020-09-17,Ukunda,26.7,79.5,
2020-09-17,Kisumu,26.7,54.0,0.0
2020-09-18,Ukunda,26.4,85.8,
2020-09-18,Kisumu,26.3,53.8,0.0
2020-09-19,Ukunda,25.3,79.0,
2020-09-19,Kisumu,24.5,64.6,0.8
2020-09-20,Ukunda,26.7,76.6,
2020-09-20,Kisumu,24.6,62.9,22.1
2020-09-21,Ukunda,26.7,78.1,
2020-09-21,Kisumu,23.9,68.8,0.5
2020-09-22,Ukunda,26.5,75.7,
2020-09-22,Kisumu,22.4,76.8,36.1
2020-09-23,Ukunda,27.3,85.6,
2020-09-23,Kisumu,23.2,73.8,5.8
2020-09-24,Ukunda,25.2,81.9,
2020-09-24,Kisumu,23.8,73.3,9.1
2020-09-25,Ukunda,26.5,75.6,
2020-09-25,Kisumu,22.3,80.7,1.0
2020-09-26,Ukunda,26.7,80.8,
2020-09-26,Kisumu,23.3,74.2,6.6
2020-09-27,Ukunda,26.6,78.0,
2020-09-27,Kisumu,23.2,76.1,0.3
2020-09-28,Ukunda,26.8,80.1,
2020-09-28,Kisumu,23.6,75.3,38.1
2020-09-29,Ukunda,27.4,80.0,
2020-09-29,Kisumu,22.0,78.9,16.0
2020-09-30,Ukunda,26.9,79.0,
2020-09-30,Kisumu,22.9,73.4,0.3
2020-10-01,Ukunda,27.4,81.0,
2020-10-01,Kisumu,24.2,70.7,0.3
2020-10-02,Ukunda,27.9,78.1,
2020-10-02,Kisumu,25.6,61.1,0.0
2020-10-03,Ukunda,27.6,77.0,
2020-10-03,Kisumu,26.1,56.3,0.0
2020-10-04,Ukunda,27.6,76.2,
2020-10-04,Kisumu,26.3,62.1,2.8
2020-10-05,Ukunda,27.0,82.5,
2020-10-05,Kisumu,25.4,66.7,9.7
2020-10-06,Ukunda,27.3,77.8,
2020-10-06,Kisumu,25.4,61.0,0.5
2020-10-07,Ukunda,28.1,77.6,
2020-10-07,Kisumu,26.2,57.6,0.0
2020-10-08,Ukunda,27.7,78.8,
2020-10-08,Kisumu,25.4,60.6,5.6
2020-10-09,Ukunda,27.9,78.6,
2020-10-09,Kisumu,25.8,58.5,0.3
2020-10-10,Ukunda,28.0,75.2,
2020-10-10,Kisumu,25.0,64.4,11.2
2020-10-11,Ukunda,27.9,75.6,
2020-10-11,Kisumu,23.9,71.9,0.0
2020-10-12,Ukunda,28.3,77.0,
2020-10-12,Kisumu,24.6,65.7,0.0
2020-10-13,Ukunda,28.6,78.3,
2020-10-13,Kisumu,24.4,69.8,3.6
2020-10-14,Ukunda,28.6,79.7,
2020-10-14,Kisumu,24.1,70.5,5.1
2020-10-15,Ukunda,28.1,76.6,
2020-10-15,Kisumu,24.8,67.3,0.0
2020-10-16,Ukunda,28.0,75.0,
2020-10-16,Kisumu,25.4,63.9,1.5
2020-10-17,Ukunda,27.5,77.4,
2020-10-17,Kisumu,24.5,71.1,0.3
2020-10-18,Ukunda,28.0,75.8,
2020-10-18,Kisumu,24.0,68.4,0.0
2020-10-19,Ukunda,28.2,73.4,
2020-10-19,Kisumu,24.5,68.2,0.5
2020-10-20,Ukunda,27.9,76.3,
2020-10-20,Kisumu,24.0,71.5,20.1
2020-10-21,Ukunda,28.3,76.6,
2020-10-21,Kisumu,23.3,75.8,0.3
2020-10-22,Ukunda,28.6,79.3,
2020-10-22,Kisumu,25.2,66.1,0.3
2020-10-23,Ukunda,28.9,79.0,
2020-10-23,Kisumu,25.6,62.8,1.3
2020-10-24,Ukunda,28.6,77.1,
2020-10-24,Kisumu,26.1,60.2,3.8
2020-10-25,Ukunda,28.7,74.5,
2020-10-25,Kisumu,25.5,62.2,0.0
2020-10-26,Ukunda,28.2,77.5,
2020-10-26,Kisumu,25.4,62.5,0.0
2020-10-27,Ukunda,27.9,80.6,
2020-10-27,Kisumu,24.2,70.4,0.0
2020-10-28,Ukunda,28.2,80.6,
2020-10-28,Kisumu,24.4,70.4,1.3
2020-10-29,Ukunda,28.0,77.1,
2020-10-29,Kisumu,24.9,70.8,10.4
2020-10-30,Ukunda,27.7,89.3,
2020-10-30,Kisumu,24.0,74.9,16.0
2020-10-31,Ukunda,27.6,83.3,
2020-10-31,Kisumu,23.2,78.7,24.1
2020-11-01,Ukunda,28.5,79.3,
2020-11-01,Kisumu,24.1,67.1,0.0
2020-11-02,Ukunda,28.4,73.4,
2020-11-02,Kisumu,25.7,59.3,0.0
2020-11-03,Ukunda,27.2,78.0,
2020-11-03,Kisumu,24.6,72.0,0.3
2020-11-04,Ukunda,27.6,78.3,
2020-11-04,Kisumu,25.5,64.0,1.3
2020-11-05,Ukunda,26.2,84.6,
2020-11-05,Kisumu,25.0,68.1,1.3
2020-11-06,Ukunda,28.0,76.7,
2020-11-06,Kisumu,24.1,75.7,1.3
2020-11-07,Ukunda,28.3,76.4,
2020-11-07,Kisumu,24.1,73.2,10.2
2020-11-08,Ukunda,26.4,87.9,
2020-11-08,Kisumu,24.1,72.7,0.3
2020-11-09,Ukunda,27.8,91.2,
2020-11-09,Kisumu,25.3,68.8,1.3
2020-11-10,Ukunda,26.7,82.8,
2020-11-10,Kisumu,25.3,64.7,8.4
2020-11-11,Ukunda,28.1,81.2,
2020-11-11,Kisumu,23.7,75.6,1.3
2020-11-12,Ukunda,28.4,83.6,
2020-11-12,Kisumu,24.7,71.6,0.0
2020-11-13,Ukunda,29.0,79.6,
2020-11-13,Kisumu,24.7,68.0,13.2
2020-11-14,Ukunda,28.8,76.4,
2020-11-14,Kisumu,23.5,77.9,1.3
2020-11-15,Ukunda,28.2,79.6,
2020-11-15,Kisumu,23.8,78.3,19.1
2020-11-16,Ukunda,27.5,79.3,
2020-11-16,Kisumu,23.4,76.9,0.3
2020-11-17,Ukunda,27.7,81.5,
2020-11-17,Kisumu,23.7,72.5,29.7
2020-11-18,Ukunda,28.4,81.7,
2020-11-18,Kisumu,25.0,71.0,0.0
2020-11-19,Ukunda,29.0,79.1,
2020-11-19,Kisumu,24.6,68.4,17.0
2020-11-20,Ukunda,29.4,79.3,
2020-11-20,Kisumu,23.8,76.2,36.3
2020-11-21,Ukunda,28.8,78.3,
2020-11-21,Kisumu,24.6,71.3,0.3
2020-11-22,Ukunda,29.2,81.8,
2020-11-22,Kisumu,24.7,69.4,0.0
2020-11-23,Ukunda,28.9,80.1,
2020-11-23,Kisumu,25.9,63.1,0.0
2020-11-24,Ukunda,29.2,82.3,
2020-11-24,Kisumu,25.4,65.4,0.0
2020-11-25,Ukunda,29.3,79.4,
2020-11-25,Kisumu,23.5,77.6,25.4
2020-11-26,Ukunda,30.4,84.4,
2020-11-26,Kisumu,25.0,68.9,0.0
2020-11-27,Ukunda,29.7,78.7,
2020-11-27,Kisumu,25.5,67.6,0.3
2020-11-28,Ukunda,28.0,78.6,
2020-11-28,Kisumu,24.9,70.6,14.2
2020-11-29,Ukunda,28.9,80.8,
2020-11-29,Kisumu,22.9,82.7,40.6
2020-11-30,Ukunda,29.5,80.8,
2020-11-30,Kisumu,23.9,76.4,0.0
2020-12-01,Ukunda,27.9,82.3,
2020-12-01,Kisumu,24.5,71.6,5.3
2020-12-02,Ukunda,27.9,85.6,
2020-12-02,Kisumu,25.5,68.2,0.0
2020-12-03,Ukunda,28.6,82.0,
2020-12-03,Kisumu,25.6,62.7,0.0
2020-12-04,Ukunda,28.7,81.9,
2020-12-04,Kisumu,25.6,66.7,0.0
2020-12-05,Ukunda,29.0,80.7,
2020-12-05,Kisumu,24.5,68.2,2.8
2020-12-06,Ukunda,29.5,79.0,
2020-12-06,Kisumu,25.1,66.8,0.0
2020-12-07,Ukunda,29.4,77.9,
2020-12-07,Kisumu,24.8,69.0,9.1
2020-12-08,Ukunda,29.2,80.8,
2020-12-08,Kisumu,25.1,70.1,19.3
2020-12-09,Ukunda,29.6,77.9,
2020-12-09,Kisumu,25.1,70.1,17.8
2020-12-10,Ukunda,29.3,77.9,
2020-12-10,Kisumu,25.2,66.4,0.0
2020-12-11,Ukunda,29.4,79.2,
2020-12-11,Kisumu,24.4,68.7,20.1
2020-12-12,Ukunda,29.2,79.0,
2020-12-12,Kisumu,24.3,68.6,0.0
2020-12-13,Ukunda,28.9,78.3,
2020-12-13,Kisumu,25.8,62.6,0.0
2020-12-14,Ukunda,29.1,79.7,
2020-12-14,Kisumu,26.1,59.3,0.0
2020-12-15,Ukunda,29.1,78.1,
2020-12-15,Kisumu,26.6,56.1,0.0
2020-12-16,Ukunda,29.0,80.0,
2020-12-16,Kisumu,26.8,51.0,0.0
2020-12-17,Ukunda,29.2,78.2,
2020-12-17,Kisumu,25.4,62.8,29.2
2020-12-18,Ukunda,28.4,82.0,
2020-12-18,Kisumu,23.6,72.3,22.4
2020-12-19,Ukunda,28.8,80.3,
2020-12-19,Kisumu,23.7,70.9,0.5
2020-12-20,Ukunda,29.3,82.1,
2020-12-20,Kisumu,25.1,65.6,0.0
2020-12-21,Ukunda,29.2,82.6,
2020-12-21,Kisumu,25.9,64.2,0.0
2020-12-22,Ukunda,29.2,79.7,
2020-12-22,Kisumu,25.8,62.7,2.8
2020-12-23,Ukunda,29.6,77.9,
2020-12-23,Kisumu,25.1,69.5,5.8
2020-12-24,Ukunda,29.6,78.1,
2020-12-24,Kisumu,24.8,72.8,36.3
2020-12-25,Ukunda,29.6,79.4,
2020-12-25,Kisumu,23.4,74.7,4.8
2020-12-26,Ukunda,29.4,76.0,
2020-12-26,Kisumu,25.2,68.6,0.3
2020-12-27,Ukunda,29.2,75.5,
2020-12-27,Kisumu,25.5,62.8,0.0
2020-12-28,Ukunda,28.9,75.6,
2020-12-28,Kisumu,25.4,60.8,0.0
2020-12-29,Ukunda,29.2,76.0,
2020-12-29,Kisumu,25.6,54.6,0.0
2020-12-30,Ukunda,28.4,78.4,
2020-12-30,Kisumu,25.8,59.1,0.0
2020-12-31,Ukunda,28.9,75.5,
2020-12-31,Kisumu,23.7,71.3,3.8
2021-01-01,Ukunda,28.5,80.1,
2021-01-01,Kisumu,23.1,75.8,1.5
2021-01-02,Ukunda,29.2,78.5,
2021-01-02,Kisumu,24.7,69.4,0.0
2021-01-03,Ukunda,29.0,78.7,
2021-01-03,Kisumu,25.4,66.5,0.0
2021-01-04,Ukunda,28.6,74.6,
2021-01-04,Kisumu,25.0,66.6,0.0
2021-01-05,Ukunda,28.9,75.0,
2021-01-05,Kisumu,25.8,61.7,0.0
2021-01-06,Ukunda,28.9,75.8,
2021-01-06,Kisumu,25.8,63.0,12.4
2021-01-07,Ukunda,28.7,73.3,
2021-01-07,Kisumu,25.6,63.0,0.3
2021-01-08,Ukunda,28.8,75.5,
2021-01-08,Kisumu,26.2,57.8,0.0
2021-01-09,Ukunda,28.6,77.6,
2021-01-09,Kisumu,23.2,72.3,0.0
2021-01-10,Ukunda,26.1,77.6,
2021-01-10,Kisumu,21.1,84.8,12.2
2021-01-11,Ukunda,27.0,79.3,
2021-01-11,Kisumu,23.4,76.1,6.9
2021-01-12,Ukunda,27.4,78.9,
2021-01-12,Kisumu,23.0,80.2,0.3
2021-01-13,Ukunda,27.2,79.3,
2021-01-13,Kisumu,24.6,71.6,0.0
2021-01-14,Ukunda,27.6,78.7,
2021-01-14,Kisumu,25.1,69.0,0.3
2021-01-15,Ukunda,27.8,78.5,
2021-01-15,Kisumu,23.6,74.4,30.2
2021-01-16,Ukunda,28.7,77.7,
2021-01-16,Kisumu,22.6,80.6,3.3
2021-01-17,Ukunda,28.5,78.0,
2021-01-17,Kisumu,23.0,79.9,6.9
2021-01-18,Ukunda,28.4,78.3,
2021-01-18,Kisumu,22.6,78.5,14.5
2021-01-19,Ukunda,28.7,76.3,
2021-01-19,Kisumu,23.9,73.2,0.8
2021-01-20,Ukunda,28.2,77.2,
2021-01-20,Kisumu,24.4,67.0,0.0
2021-01-21,Ukunda,27.8,77.8,
2021-01-21,Kisumu,24.9,67.6,0.0
2021-01-22,Ukunda,27.6,76.3,
2021-01-22,Kisumu,24.5,68.5,0.0
2021-01-23,Ukunda,27.6,77.9,
2021-01-23,Kisumu,25.2,69.0,14.7
2021-01-24,Ukunda,28.2,77.3,
2021-01-24,Kisumu,24.2,71.7,21.1
2021-01-25,Ukunda,28.7,76.2,
2021-01-25,Kisumu,24.6,69.5,0.0
2021-01-26,Ukunda,28.6,75.4,
2021-01-26,Kisumu,25.0,61.5,0.0
2021-01-27,Ukunda,28.3,74.7,
2021-01-27,Kisumu,25.4,60.7,0.0
2021-01-28,Ukunda,28.8,73.7,
2021-01-28,Kisumu,26.3,49.8,0.0
2021-01-29,Ukunda,28.5,74.3,
2021-01-29,Kisumu,27.1,50.7,0.0
2021-01-30,Ukunda,28.5,73.9,
2021-01-30,Kisumu,26.9,54.9,0.0
2021-01-31,Ukunda,29.0,71.8,
2021-01-31,Kisumu,26.5,55.3,0.0
2021-02-01,Ukunda,28.8,71.9,
2021-02-01,Kisumu,26.0,40.7,0.0
2021-02-02,Ukunda,28.6,69.7,
2021-02-02,Kisumu,26.0,43.7,0.0
2021-02-03,Ukunda,29.3,72.1,
2021-02-03,Kisumu,27.1,49.0,0.0
2021-02-04,Ukunda,28.9,74.3,
2021-02-04,Kisumu,26.9,51.0,0.0
2021-02-05,Ukunda,29.4,74.0,
2021-02-05,Kisumu,26.6,53.3,0.8
2021-02-06,Ukunda,29.5,73.0,
2021-02-06,Kisumu,25.3,61.7,0.0
2021-02-07,Ukunda,29.5,73.0,
2021-02-07,Kisumu,25.3,58.1,0.0
2021-02-08,Ukunda,27.4,84.5,
2021-02-08,Kisumu,25.9,52.8,0.0
2021-02-09,Ukunda,27.4,77.6,
2021-02-09,Kisumu,26.9,55.1,3.3
2021-02-10,Ukunda,28.1,74.8,
2021-02-10,Kisumu,25.9,65.6,9.4
2021-02-11,Ukunda,28.3,74.9,
2021-02-11,Kisumu,22.7,78.5,0.0
2021-02-12,Ukunda,27.8,77.2,
2021-02-12,Kisumu,24.2,67.9,0.0
2021-02-13,Ukunda,28.7,76.2,
2021-02-13,Kisumu,24.4,66.8,0.0
2021-02-14,Ukunda,28.6,75.8,
2021-02-14,Kisumu,25.5,58.7,0.0
2021-02-15,Ukunda,28.3,75.1,
2021-02-15,Kisumu,27.4,56.6,0.0
2021-02-16,Ukunda,27.4,75.7,
2021-02-16,Kisumu,26.8,63.3,0.0
2021-02-17,Ukunda,28.1,75.4,
2021-02-17,Kisumu,26.6,58.1,16.5
2021-02-18,Ukunda,28.4,75.7,
2021-02-18,Kisumu,24.9,70.0,1.0
2021-02-19,Ukunda,27.7,74.7,
2021-02-19,Kisumu,23.8,76.2,11.9
2021-02-20,Ukunda,29.2,75.2,
2021-02-20,Kisumu,24.2,69.3,0.3
2021-02-21,Ukunda,29.0,79.5,
2021-02-21,Kisumu,24.8,62.1,0.3
2021-02-22,Ukunda,28.9,74.9,
2021-02-22,Kisumu,22.0,79.9,7.6
2021-02-23,Ukunda,28.5,76.1,
2021-02-23,Kisumu,23.5,69.8,0.0
2021-02-24,Ukunda,28.7,76.5,
2021-02-24,Kisumu,23.3,70.2,10.7
2021-02-25,Ukunda,28.8,75.6,
2021-02-25,Kisumu,24.7,67.7,0.0
2021-02-26,Ukunda,28.6,71.6,
2021-02-26,Kisumu,25.7,60.1,0.0
2021-02-27,Ukunda,28.8,75.0,
2021-02-27,Kisumu,26.1,55.2,0.0
2021-02-28,Ukunda,28.9,73.8,
2021-02-28,Kisumu,26.6,55.3,0.0
2021-03-01,Ukunda,28.9,73.6,
2021-03-01,Kisumu,27.8,48.3,0.0
2021-03-02,Ukunda,28.7,73.8,
2021-03-02,Kisumu,29.3,45.4,0.0
2021-03-03,Ukunda,28.7,72.0,
2021-03-03,Kisumu,27.9,54.2,0.0
2021-03-04,Ukunda,28.5,72.1,
2021-03-04,Kisumu,28.0,54.7,1.0
2021-03-05,Ukunda,28.8,70.2,
2021-03-05,Kisumu,27.4,54.7,0.0
2021-03-06,Ukunda,29.0,69.2,
2021-03-06,Kisumu,27.6,57.2,0.0
2021-03-07,Ukunda,28.7,72.0,
2021-03-07,Kisumu,27.3,56.8,0.0
2021-03-08,Ukunda,28.5,72.8,
2021-03-08,Kisumu,26.0,64.9,21.8
2021-03-09,Ukunda,29.0,73.1,
2021-03-09,Kisumu,25.1,67.2,0.0
2021-03-10,Ukunda,29.1,72.9,
2021-03-10,Kisumu,26.4,60.1,0.0
2021-03-11,Ukunda,28.7,73.4,
2021-03-11,Kisumu,27.6,47.0,0.0
2021-03-12,Ukunda,28.5,73.5,
2021-03-12,Kisumu,28.9,32.8,0.0
2021-03-13,Ukunda,28.5,71.6,
2021-03-13,Kisumu,29.2,34.8,0.0
2021-03-14,Ukunda,28.6,74.0,
2021-03-14,Kisumu,28.3,44.1,0.0
2021-03-15,Ukunda,29.0,73.9,
2021-03-15,Kisumu,28.4,46.2,0.8
2021-03-16,Ukunda,29.0,73.8,
2021-03-16,Kisumu,25.9,55.5,0.3
2021-03-17,Ukunda,29.0,75.3,
2021-03-17,Kisumu,24.9,62.5,8.9
2021-03-18,Ukunda,29.4,73.7,
2021-03-18,Kisumu,24.7,65.1,4.8
2021-03-19,Ukunda,29.3,74.3,
2021-03-19,Kisumu,25.1,65.7,15.2
2021-03-20,Ukunda,29.7,74.4,
2021-03-20,Kisumu,24.6,66.7,0.8
2021-03-21,Ukunda,29.5,74.9,
2021-03-21,Kisumu,24.9,63.3,3.3
2021-03-22,Ukunda,29.6,75.9,
2021-03-22,Kisumu,23.9,68.8,29.5
2021-03-23,Ukunda,29.8,71.0,
2021-03-23,Kisumu,25.3,64.4,0.0
2021-03-24,Ukunda,29.3,67.0,
2021-03-24,Kisumu,26.2,55.3,0.0
2021-03-25,Ukunda,30.2,70.7,
2021-03-25,Kisumu,26.1,55.4,0.0
2021-03-26,Ukunda,29.9,72.6,
2021-03-26,Kisumu,26.3,50.6,0.0
2021-03-27,Ukunda,27.3,75.5,
2021-03-27,Kisumu,25.2,65.4,9.7
2021-03-28,Ukunda,28.8,70.3,
2021-03-28,Kisumu,24.6,68.3,16.0
2021-03-29,Ukunda,29.8,71.9,
2021-03-29,Kisumu,25.0,66.3,1.3
2021-03-30,Ukunda,28.9,72.7,
2021-03-30,Kisumu,23.4,79.1,13.5
2021-03-31,Ukunda,29.2,74.2,
2021-03-31,Kisumu,23.4,73.6,6.6
2021-04-01,Ukunda,29.3,72.2,
2021-04-01,Kisumu,27.8,57.0,0.0
2021-04-02,Ukunda,28.5,81.4,
2021-04-02,Kisumu,23.8,71.6,6.9
2021-04-03,Ukunda,28.9,79.8,
2021-04-03,Kisumu,24.3,69.6,0.0
2021-04-04,Ukunda,29.5,82.4,
2021-04-04,Kisumu,23.9,70.9,15.0
2021-04-05,Ukunda,29.1,82.7,
2021-04-05,Kisumu,23.4,76.8,6.9
2021-04-06,Ukunda,29.4,81.4,
2021-04-06,Kisumu,23.7,73.5,1.3
2021-04-07,Ukunda,29.3,75.3,
2021-04-07,Kisumu,24.0,71.1,22.4
2021-04-08,Ukunda,28.1,73.2,
2021-04-08,Kisumu,23.4,74.4,16.3
2021-04-09,Ukunda,28.4,73.8,
2021-04-09,Kisumu,23.6,74.5,0.5
2021-04-10,Ukunda,28.8,75.2,
2021-04-10,Kisumu,23.7,72.4,0.0
2021-04-11,Ukunda,28.4,71.9,
2021-04-11,Kisumu,24.3,68.7,10.4
2021-04-12,Ukunda,28.4,74.8,
2021-04-12,Kisumu,23.8,74.2,18.8
2021-04-13,Ukunda,27.8,75.4,
2021-04-13,Kisumu,22.9,79.3,5.3
2021-04-14,Ukunda,28.3,73.0,
2021-04-14,Kisumu,24.2,71.6,1.3
2021-04-15,Ukunda,29.0,74.0,
2021-04-15,Kisumu,24.8,70.7,0.0
2021-04-16,Ukunda,28.7,78.0,
2021-04-16,Kisumu,24.2,70.4,1.3
2021-04-17,Ukunda,28.8,80.0,
2021-04-17,Kisumu,25.2,70.3,0.5
2021-04-18,Ukunda,26.2,87.1,
2021-04-18,Kisumu,25.2,67.8,0.3
2021-04-19,Ukunda,26.5,74.3,
2021-04-19,Kisumu,25.1,67.4,0.8
2021-04-20,Ukunda,27.5,73.5,
2021-04-20,Kisumu,24.2,69.2,0.5
2021-04-21,Ukunda,28.0,76.7,
2021-04-21,Kisumu,23.9,70.8,20.8
2021-04-22,Ukunda,28.0,78.2,
2021-04-22,Kisumu,23.0,77.4,6.4
2021-04-23,Ukunda,28.3,78.1,
2021-04-23,Kisumu,23.7,73.7,0.5
2021-04-24,Ukunda,28.5,77.3,
2021-04-24,Kisumu,24.5,69.6,21.1
2021-04-25,Ukunda,28.5,77.6,
2021-04-25,Kisumu,22.4,82.7,6.1
2021-04-26,Ukunda,28.4,80.1,
2021-04-26,Kisumu,24.0,72.9,0.3
2021-04-27,Ukunda,28.1,81.4,
2021-04-27,Kisumu,24.4,67.8,22.4
2021-04-28,Ukunda,28.2,80.3,
2021-04-28,Kisumu,24.7,67.4,17.3
2021-04-29,Ukunda,26.1,85.6,
2021-04-29,Kisumu,24.3,71.3,0.3
2021-04-30,Ukunda,28.4,76.9,
2021-04-30,Kisumu,24.5,74.4,0.3
2021-05-01,Ukunda,27.5,78.6,
2021-05-01,Kisumu,24.8,69.2,0.0
2021-05-02,Ukunda,27.7,75.9,
2021-05-02,Kisumu,24.8,65.4,0.0
2021-05-03,Ukunda,26.0,85.6,
2021-05-03,Kisumu,23.0,76.6,38.4
2021-05-04,Ukunda,26.4,80.8,
2021-05-04,Kisumu,23.1,76.6,0.3
2021-05-05,Ukunda,25.3,81.2,
2021-05-05,Kisumu,23.5,75.6,0.3
2021-05-06,Ukunda,26.6,78.9,
2021-05-06,Kisumu,23.7,75.0,3.0
2021-05-07,Ukunda,27.2,71.2,
2021-05-07,Kisumu,22.4,83.8,25.9
2021-05-08,Ukunda,27.1,74.3,
2021-05-08,Kisumu,22.7,81.1,2.5
2021-05-09,Ukunda,27.0,73.9,
2021-05-09,Kisumu,22.0,81.6,13.7
2021-05-10,Ukunda,27.7,71.9,
2021-05-10,Kisumu,20.6,89.6,13.5
2021-05-11,Ukunda,27.2,73.5,
2021-05-11,Kisumu,22.9,75.9,0.0
2021-05-12,Ukunda,26.9,73.9,
2021-05-12,Kisumu,21.0,86.7,31.0
2021-05-13,Ukunda,27.2,74.2,
2021-05-13,Kisumu,22.1,77.1,0.0
2021-05-14,Ukunda,26.9,73.5,
2021-05-14,Kisumu,22.9,74.7,18.3
2021-05-15,Ukunda,27.8,75.3,
2021-05-15,Kisumu,22.9,77.0,0.0
2021-05-16,Ukunda,26.5,77.2,
2021-05-16,Kisumu,23.2,77.9,2.0
2021-05-17,Ukunda,26.8,77.5,
2021-05-17,Kisumu,23.3,73.7,0.3
2021-05-18,Ukunda,27.4,73.9,
2021-05-18,Kisumu,23.8,72.4,0.8
2021-05-19,Ukunda,27.4,77.8,
2021-05-19,Kisumu,24.7,70.1,0.0
2021-05-20,Ukunda,27.3,68.6,
2021-05-20,Kisumu,24.2,76.4,7.1
2021-05-21,Ukunda,27.4,71.5,
2021-05-21,Kisumu,24.3,75.0,0.3
2021-05-22,Ukunda,27.5,71.5,
2021-05-22,Kisumu,23.8,72.9,16.0
2021-05-23,Ukunda,26.9,72.6,
2021-05-23,Kisumu,24.4,68.7,0.3
2021-05-24,Ukunda,27.1,69.4,
2021-05-24,Kisumu,24.3,68.3,0.8
2021-05-25,Ukunda,26.4,68.9,
2021-05-25,Kisumu,24.4,67.8,0.0
2021-05-26,Ukunda,26.6,69.9,
2021-05-26,Kisumu,24.5,71.5,5.1
2021-05-27,Ukunda,26.2,78.1,
2021-05-27,Kisumu,24.5,66.5,0.0
