date,city,mean_t,rh,rainfall
2021-05-28,Ukunda,25.7,81.3,
2021-05-28,Kisumu,24.8,64.5,0.0
2021-05-29,Ukunda,26.4,73.8,
2021-05-29,Kisumu,25.1,61.9,0.0
2021-05-30,Ukunda,26.7,76.2,
2021-05-30,Kisumu,25.3,62.2,0.0
2021-05-31,Ukunda,27.0,78.8,
2021-05-31,Kisumu,25.3,63.7,0.0
2021-06-01,Ukunda,26.9,76.6,
2021-06-01,Kisumu,24.6,62.1,0.0
2021-06-02,Ukunda,26.4,77.1,
2021-06-02,Kisumu,28.4,43.3,0.0
2021-06-03,Ukunda,26.6,76.9,
2021-06-03,Kisumu,24.7,59.3,0.0
2021-06-04,Ukunda,27.1,75.0,
2021-06-04,Kisumu,25.0,58.7,0.0
2021-06-05,Ukunda,26.0,81.7,
2021-06-05,Kisumu,25.0,61.7,8.1
2021-06-06,Ukunda,26.4,77.0,
2021-06-06,Kisumu,24.1,64.9,0.0
2021-06-07,Ukunda,26.8,67.9,
2021-06-07,Kisumu,24.8,62.8,0.0
2021-06-08,Ukunda,26.3,71.3,
2021-06-08,Kisumu,24.5,59.3,0.0
2021-06-09,Ukunda,24.3,82.6,
2021-06-09,Kisumu,24.2,55.6,0.0
2021-06-10,Ukunda,25.4,79.2,
2021-06-10,Kisumu,24.4,58.2,0.0
2021-06-11,Ukunda,25.8,77.9,
2021-06-11,Kisumu,23.7,66.1,0.0
2021-06-12,Ukunda,26.4,69.6,
2021-06-12,Kisumu,22.7,70.8,8.9
2021-06-13,Ukunda,26.3,72.2,
2021-06-13,Kisumu,23.4,64.3,0.0
2021-06-14,Ukunda,25.8,76.0,
2021-06-14,Kisumu,24.3,62.2,0.0
2021-06-15,Ukunda,25.9,67.9,
2021-06-15,Kisumu,25.0,62.5,0.0
2021-06-16,Ukunda,25.3,72.3,
2021-06-16,Kisumu,24.2,65.4,0.5
2021-06-17,Ukunda,25.7,68.6,
2021-06-17,Kisumu,24.0,64.6,0.0
2021-06-18,Ukunda,25.0,84.3,
2021-06-18,Kisumu,22.8,70.0,9.1
2021-06-19,Ukunda,26.2,74.9,
2021-06-19,Kisumu,22.0,75.3,0.3
2021-06-20,Ukunda,26.1,70.7,
2021-06-20,Kisumu,22.7,68.8,1.0
2021-06-21,Ukunda,24.7,84.1,
2021-06-21,Kisumu,22.0,74.7,2.3
2021-06-22,Ukunda,24.4,83.4,
2021-06-22,Kisumu,22.6,66.6,0.0
2021-06-23,Ukunda,25.3,81.2,
2021-06-23,Kisumu,23.7,57.5,0.0
2021-06-24,Ukunda,25.0,79.7,
2021-06-24,Kisumu,23.3,57.9,0.0
2021-06-25,Ukunda,25.0,76.7,
2021-06-25,Kisumu,24.4,59.3,0.0
2021-06-26,Ukunda,25.1,74.1,
2021-06-26,Kisumu,24.6,56.4,0.0
2021-06-27,Ukunda,25.1,75.5,
2021-06-27,Kisumu,25.1,53.9,0.0
2021-06-28,Ukunda,24.7,85.6,
2021-06-28,Kisumu,23.9,62.7,5.8
2021-06-29,Ukunda,24.8,85.4,
2021-06-29,Kisumu,21.8,72.6,7.4
2021-06-30,Ukunda,25.7,79.4,
2021-06-30,Kisumu,21.9,70.7,0.0
2021-07-01,Ukunda,25.3,79.2,
2021-07-01,Kisumu,23.6,64.1,0.0
2021-07-02,Ukunda,25.2,79.3,
2021-07-02,Kisumu,24.0,58.1,0.0
2021-07-03,Ukunda,25.1,75.7,
2021-07-03,Kisumu,24.3,60.5,0.0
2021-07-04,Ukunda,25.0,82.1,
2021-07-04,Kisumu,24.4,59.2,0.0
2021-07-05,Ukunda,25.5,78.3,
2021-07-05,Kisumu,25.4,54.2,0.0
2021-07-06,Ukunda,24.9,81.9,
2021-07-06,Kisumu,24.2,57.9,3.6
2021-07-07,Ukunda,25.4,79.3,
2021-07-07,Kisumu,23.3,63.6,0.0
2021-07-08,Ukunda,25.7,75.2,
2021-07-08,Kisumu,23.3,64.4,1.0
2021-07-09,Ukunda,24.9,81.6,
2021-07-09,Kisumu,23.1,69.2,0.3
2021-07-10,Ukunda,25.6,82.4,
2021-07-10,Kisumu,23.9,61.1,0.0
2021-07-11,Ukunda,24.3,83.5,
2021-07-11,Kisumu,23.7,59.9,0.3
2021-07-12,Ukunda,24.3,79.1,
2021-07-12,Kisumu,22.2,73.5,0.5
2021-07-13,Ukunda,25.4,79.8,
2021-07-13,Kisumu,20.9,79.7,23.6
2021-07-14,Ukunda,25.8,77.8,
2021-07-14,Kisumu,22.7,70.8,2.8
2021-07-15,Ukunda,26.0,79.8,
2021-07-15,Kisumu,23.1,69.4,0.0
2021-07-16,Ukunda,25.7,74.4,
2021-07-16,Kisumu,24.7,60.1,0.0
2021-07-17,Ukunda,25.3,75.0,
2021-07-17,Kisumu,24.7,60.5,0.0
2021-07-18,Ukunda,25.9,77.3,
2021-07-18,Kisumu,24.2,59.1,0.0
2021-07-19,Ukunda,25.5,78.8,
2021-07-19,Kisumu,24.6,55.3,0.0
2021-07-20,Ukunda,25.3,78.2,
2021-07-20,Kisumu,24.3,60.4,0.0
2021-07-21,Ukunda,25.8,76.5,
2021-07-21,Kisumu,25.3,55.8,0.0
2021-07-22,Ukunda,25.5,81.2,
2021-07-22,Kisumu,25.4,48.2,0.0
2021-07-23,Ukunda,25.7,76.2,
2021-07-23,Kisumu,24.6,54.0,0.0
2021-07-24,Ukunda,25.7,68.4,
2021-07-24,Kisumu,24.5,54.4,0.0
2021-07-25,Ukunda,24.9,65.7,
2021-07-25,Kisumu,25.1,48.7,0.0
2021-07-26,Ukunda,24.7,68.6,
2021-07-26,Kisumu,25.4,52.2,0.0
2021-07-27,Ukunda,25.5,70.8,
2021-07-27,Kisumu,24.8,57.4,0.0
2021-07-28,Ukunda,25.0,77.0,
2021-07-28,Kisumu,25.3,57.7,0.5
2021-07-29,Ukunda,24.3,81.7,
2021-07-29,Kisumu,24.3,65.6,0.5
2021-07-30,Ukunda,24.8,79.1,
2021-07-30,Kisumu,23.9,66.0,0.5
2021-07-31,Ukunda,24.5,77.5,
2021-07-31,Kisumu,24.1,54.1,0.0
2021-08-01,Ukunda,24.9,80.1,
2021-08-01,Kisumu,23.8,55.7,1.5
2021-08-02,Ukunda,24.9,80.2,
2021-08-02,Kisumu,21.8,73.2,2.5
2021-08-03,Ukunda,25.0,79.5,
2021-08-03,Kisumu,24.2,61.6,0.8
2021-08-04,Ukunda,25.1,78.4,
2021-08-04,Kisumu,23.5,68.6,5.3
2021-08-05,Ukunda,25.2,76.1,
2021-08-05,Kisumu,23.3,65.6,0.0
2021-08-06,Ukunda,24.9,78.3,
2021-08-06,Kisumu,24.6,57.7,0.0
2021-08-07,Ukunda,25.0,78.5,
2021-08-07,Kisumu,25.2,53.5,0.0
2021-08-08,Ukunda,25.2,76.5,
2021-08-08,Kisumu,25.1,55.6,0.0
2021-08-09,Ukunda,25.0,74.8,
2021-08-09,Kisumu,22.8,65.6,2.8
2021-08-10,Ukunda,24.7,76.7,
2021-08-10,Kisumu,22.4,67.1,0.0
2021-08-11,Ukunda,24.4,79.3,
2021-08-11,Kisumu,24.1,63.0,0.0
2021-08-12,Ukunda,24.6,77.9,
2021-08-12,Kisumu,24.8,62.8,1.0
2021-08-13,Ukunda,25.3,76.0,
2021-08-13,Kisumu,23.1,68.3,51.3
2021-08-14,Ukunda,25.9,76.2,
2021-08-14,Kisumu,22.1,75.9,8.1
2021-08-15,Ukunda,25.3,73.7,
2021-08-15,Kisumu,22.4,71.7,0.0
2021-08-16,Ukunda,25.6,76.6,
2021-08-16,Kisumu,22.4,65.9,1.5
2021-08-17,Ukunda,24.9,80.3,
2021-08-17,Kisumu,23.0,67.4,1.5
2021-08-18,Ukunda,25.3,79.7,
2021-08-18,Kisumu,23.1,67.7,0.0
2021-08-19,Ukunda,25.3,77.8,
2021-08-19,Kisumu,23.6,60.4,0.0
2021-08-20,Ukunda,25.9,77.2,
2021-08-20,Kisumu,24.5,60.9,0.0
2021-08-21,Ukunda,25.4,84.4,
2021-08-21,Kisumu,23.9,62.9,0.0
2021-08-22,Ukunda,24.6,86.0,
2021-08-22,Kisumu,24.3,61.3,0.3
2021-08-23,Ukunda,25.5,74.9,
2021-08-23,Kisumu,24.1,58.1,0.0
2021-08-24,Ukunda,25.0,78.4,
2021-08-24,Kisumu,24.0,56.8,0.0
2021-08-25,Ukunda,25.0,74.4,
2021-08-25,Kisumu,25.2,55.0,0.0
2021-08-26,Ukunda,25.6,72.4,
2021-08-26,Kisumu,25.3,53.6,0.0
2021-08-27,Ukunda,25.5,73.8,
2021-08-27,Kisumu,25.4,53.8,0.0
2021-08-28,Ukunda,25.5,77.3,
2021-08-28,Kisumu,26.0,47.7,0.0
2021-08-29,Ukunda,25.5,73.3,
2021-08-29,Kisumu,27.4,48.8,0.0
2021-08-30,Ukunda,25.8,74.4,
2021-08-30,Kisumu,25.8,59.2,0.0
2021-08-31,Ukunda,25.7,76.0,
2021-08-31,Kisumu,24.8,61.6,0.0
2021-09-01,Ukunda,27.2,75.1,
2021-09-01,Kisumu,24.8,63.2,0.3
2021-09-02,Ukunda,25.7,82.8,
2021-09-02,Kisumu,25.5,60.1,14.5
2021-09-03,Ukunda,25.7,78.1,
2021-09-03,Kisumu,23.9,69.4,8.9
2021-09-04,Ukunda,25.8,75.8,
2021-09-04,Kisumu,24.5,66.5,0.0
2021-09-05,Ukunda,25.5,78.2,
2021-09-05,Kisumu,24.8,61.0,0.0
2021-09-06,Ukunda,26.2,80.1,
2021-09-06,Kisumu,24.9,60.1,0.0
2021-09-07,Ukunda,26.0,77.0,
2021-09-07,Kisumu,25.3,59.5,0.8
2021-09-08,Ukunda,25.7,81.9,
2021-09-08,Kisumu,24.9,63.1,0.0
2021-09-09,Ukunda,26.0,76.0,
2021-09-09,Kisumu,22.8,71.5,0.5
2021-09-10,Ukunda,26.3,74.1,
2021-09-10,Kisumu,23.5,66.2,0.0
2021-09-11,Ukunda,25.7,75.1,
2021-09-11,Kisumu,24.4,63.0,0.0
2021-09-12,Ukunda,25.3,81.7,
2021-09-12,Kisumu,24.1,64.9,0.3
2021-09-13,Ukunda,26.2,73.8,
2021-09-13,Kisumu,25.4,53.1,0.0
2021-09-14,Ukunda,26.0,74.7,
2021-09-14,Kisumu,26.3,52.0,0.5
2021-09-15,Ukunda,25.5,81.3,
2021-09-15,Kisumu,25.4,58.3,1.3
2021-09-16,Ukunda,26.1,81.7,
2021-09-16,Kisumu,24.2,69.3,11.2
2021-09-17,Ukunda,26.3,75.9,
2021-09-17,Kisumu,25.0,63.4,0.0
2021-09-18,Ukunda,26.6,76.3,
2021-09-18,Kisumu,22.5,77.4,20.1
2021-09-19,Ukunda,26.8,75.2,
2021-09-19,Kisumu,23.2,72.5,2.8
2021-09-20,Ukunda,26.8,75.2,
2021-09-20,Kisumu,25.0,62.8,0.3
2021-09-21,Ukunda,26.6,77.0,
2021-09-21,Kisumu,25.0,62.5,11.9
2021-09-22,Ukunda,26.3,76.2,
2021-09-22,Kisumu,24.0,68.9,0.3
2021-09-23,Ukunda,26.6,76.3,
2021-09-23,Kisumu,25.4,57.5,0.0
2021-09-24,Ukunda,26.7,74.1,
2021-09-24,Kisumu,24.2,62.7,7.4
2021-09-25,Ukunda,26.5,76.6,
2021-09-25,Kisumu,23.7,66.1,0.3
2021-09-26,Ukunda,26.8,71.1,
2021-09-26,Kisumu,24.2,60.6,0.0
2021-09-27,Ukunda,26.6,74.3,
2021-09-27,Kisumu,24.6,62.7,15.2
2021-09-28,Ukunda,26.6,75.4,
2021-09-28,Kisumu,24.8,59.7,0.0
2021-09-29,Ukunda,27.2,78.3,
2021-09-29,Kisumu,26.3,57.4,0.0
2021-09-30,Ukunda,26.9,81.3,
2021-09-30,Kisumu,26.0,54.7,0.0
2021-10-01,Ukunda,26.8,72.6,
2021-10-01,Kisumu,25.7,55.2,0.0
2021-10-02,Ukunda,26.6,73.6,
2021-10-02,Kisumu,25.0,59.0,0.0
2021-10-03,Ukunda,27.0,75.1,
2021-10-03,Kisumu,24.3,67.2,27.7
2021-10-04,Ukunda,27.0,72.3,
2021-10-04,Kisumu,24.9,66.6,0.0
2021-10-05,Ukunda,26.9,73.1,
2021-10-05,Kisumu,25.6,62.9,1.5
2021-10-06,Ukunda,27.1,73.8,
2021-10-06,Kisumu,24.6,64.9,0.0
2021-10-07,Ukunda,27.0,78.9,
2021-10-07,Kisumu,26.0,55.5,0.0
2021-10-08,Ukunda,27.5,77.6,
2021-10-08,Kisumu,26.4,56.2,0.0
2021-10-09,Ukunda,27.6,77.9,
2021-10-09,Kisumu,26.0,54.5,0.0
2021-10-10,Ukunda,27.7,73.9,
2021-10-10,Kisumu,27.2,51.7,0.0
2021-10-11,Ukunda,27.3,76.5,
2021-10-11,Kisumu,26.0,54.8,0.0
2021-10-12,Ukunda,27.3,74.6,
2021-10-12,Kisumu,25.2,63.6,14.5
2021-10-13,Ukunda,27.6,72.4,
2021-10-13,Kisumu,24.5,67.1,0.3
2021-10-14,Ukunda,27.4,73.2,
2021-10-14,Kisumu,25.9,58.7,0.0
2021-10-15,Ukunda,26.5,81.7,
2021-10-15,Kisumu,25.9,54.7,0.0
2021-10-16,Ukunda,27.2,75.3,
2021-10-16,Kisumu,27.0,50.7,0.0
2021-10-17,Ukunda,27.1,73.8,
2021-10-17,Kisumu,24.2,67.6,14.2
2021-10-18,Ukunda,27.4,75.7,
2021-10-18,Kisumu,25.0,63.3,0.0
2021-10-19,Ukunda,26.7,84.3,
2021-10-19,Kisumu,25.6,64.9,7.1
2021-10-20,Ukunda,27.2,77.9,
2021-10-20,Kisumu,25.8,61.6,0.5
2021-10-21,Ukunda,27.4,76.4,
2021-10-21,Kisumu,28.2,48.3,0.8
2021-10-22,Ukunda,27.6,76.0,
2021-10-22,Kisumu,25.2,62.7,2.5
2021-10-23,Ukunda,27.1,74.4,
2021-10-23,Kisumu,24.5,64.7,1.3
2021-10-24,Ukunda,27.5,76.3,
2021-10-24,Kisumu,24.8,59.9,2.5
2021-10-25,Ukunda,28.0,78.1,
2021-10-25,Kisumu,26.1,53.1,0.0
2021-10-26,Ukunda,28.2,76.7,
2021-10-26,Kisumu,25.3,58.5,46.5
2021-10-27,Ukunda,28.0,80.6,
2021-10-27,Kisumu,24.4,63.9,0.3
2021-10-28,Ukunda,27.9,77.9,
2021-10-28,Kisumu,25.8,60.9,1.8
2021-10-29,Ukunda,29.8,77.9,
2021-10-29,Kisumu,26.4,58.0,0.0
2021-10-30,Ukunda,28.3,74.6,
2021-10-30,Kisumu,25.5,62.2,0.3
2021-10-31,Ukunda,28.5,77.7,
2021-10-31,Kisumu,25.8,60.9,0.0
2021-11-01,Ukunda,28.7,77.6,
2021-11-01,Kisumu,25.9,58.3,5.6
2021-11-02,Ukunda,28.9,77.6,
2021-11-02,Kisumu,23.5,68.9,6.6
2021-11-03,Ukunda,28.6,75.9,
2021-11-03,Kisumu,24.3,67.0,22.4
2021-11-04,Ukunda,28.6,75.0,
2021-11-04,Kisumu,24.4,69.0,0.3
2021-11-05,Ukunda,28.6,76.1,
2021-11-05,Kisumu,24.9,66.0,0.0
2021-11-06,Ukunda,28.6,77.4,
2021-11-06,Kisumu,24.9,62.7,0.0
2021-11-07,Ukunda,28.3,73.0,
2021-11-07,Kisumu,25.3,60.7,1.3
2021-11-08,Ukunda,28.3,73.6,
2021-11-08,Kisumu,26.2,57.0,0.0
2021-11-09,Ukunda,28.5,76.9,
2021-11-09,Kisumu,27.5,49.1,0.0
2021-11-10,Ukunda,29.0,78.4,
2021-11-10,Kisumu,26.8,54.8,2.3
2021-11-11,Ukunda,29.1,75.0,
2021-11-11,Kisumu,26.9,51.2,0.0
2021-11-12,Ukunda,28.6,77.0,
2021-11-12,Kisumu,27.4,49.4,0.0
2021-11-13,Ukunda,28.9,78.3,
2021-11-13,Kisumu,27.2,48.8,0.0
2021-11-14,Ukunda,29.1,77.8,
2021-11-14,Kisumu,27.3,42.8,0.0
2021-11-15,Ukunda,29.1,74.9,
2021-11-15,Kisumu,27.6,41.1,0.0
2021-11-16,Ukunda,29.1,73.8,
2021-11-16,Kisumu,25.5,56.4,0.8
2021-11-17,Ukunda,29.0,72.7,
2021-11-17,Kisumu,26.3,55.1,0.0
2021-11-18,Ukunda,29.2,73.7,
2021-11-18,Kisumu,25.8,57.7,2.0
2021-11-19,Ukunda,29.2,76.5,
2021-11-19,Kisumu,26.0,58.3,0.0
2021-11-20,Ukunda,28.5,81.1,
2021-11-20,Kisumu,24.7,64.6,8.6
2021-11-21,Ukunda,29.0,75.2,
2021-11-21,Kisumu,24.5,64.0,0.0
2021-11-22,Ukunda,28.9,74.8,
2021-11-22,Kisumu,25.3,57.6,0.0
2021-11-23,Ukunda,29.4,73.8,
2021-11-23,Kisumu,26.4,53.7,0.0
2021-11-24,Ukunda,29.8,76.7,
2021-11-24,Kisumu,25.7,59.1,0.3
2021-11-25,Ukunda,30.0,76.9,
2021-11-25,Kisumu,24.8,63.3,15.5
2021-11-26,Ukunda,29.8,77.3,
2021-11-26,Kisumu,23.4,77.6,36.8
2021-11-27,Ukunda,29.5,77.9,
2021-11-27,Kisumu,23.8,75.4,3.3
2021-11-28,Ukunda,29.0,76.0,
2021-11-28,Kisumu,25.7,63.0,0.0
2021-11-29,Ukunda,29.4,74.5,
2021-11-29,Kisumu,26.1,59.2,0.0
2021-11-30,Ukunda,28.4,80.5,
2021-11-30,Kisumu,26.6,56.6,0.0
2021-12-01,Ukunda,28.4,78.4,
2021-12-01,Kisumu,27.1,54.6,0.0
2021-12-02,Ukunda,30.2,82.0,
2021-12-02,Kisumu,28.7,43.2,0.3
2021-12-03,Ukunda,28.9,76.6,
2021-12-03,Kisumu,25.6,56.5,0.0
2021-12-04,Ukunda,29.0,79.0,
2021-12-04,Kisumu,25.2,58.6,0.3
2021-12-05,Ukunda,28.2,82.3,
2021-12-05,Kisumu,26.9,54.0,0.0
2021-12-06,Ukunda,29.1,78.0,
2021-12-06,Kisumu,27.4,49.4,0.0
2021-12-07,Ukunda,29.3,76.0,
2021-12-07,Kisumu,28.2,48.0,0.0
2021-12-08,Ukunda,29.0,78.7,
2021-12-08,Kisumu,26.5,60.7,22.4
2021-12-09,Ukunda,28.3,77.8,
2021-12-09,Kisumu,26.0,62.2,0.0
2021-12-10,Ukunda,28.9,77.1,
2021-12-10,Kisumu,26.8,60.0,0.0
2021-12-11,Ukunda,28.1,82.5,
2021-12-11,Kisumu,28.2,43.5,0.0
2021-12-12,Ukunda,27.7,81.6,
2021-12-12,Kisumu,29.0,35.3,0.0
2021-12-13,Ukunda,26.9,80.9,
2021-12-13,Kisumu,28.5,39.6,0.0
2021-12-14,Ukunda,28.5,79.4,
2021-12-14,Kisumu,28.6,46.3,0.5
2021-12-15,Ukunda,27.9,82.9,
2021-12-15,Kisumu,26.7,53.6,0.5
2021-12-16,Ukunda,28.3,84.1,
2021-12-16,Kisumu,28.4,49.6,0.0
2021-12-17,Ukunda,28.7,84.3,
2021-12-17,Kisumu,27.4,41.9,0.0
2021-12-18,Ukunda,28.8,80.8,
2021-12-18,Kisumu,26.6,50.5,1.0
2021-12-19,Ukunda,29.5,79.5,
2021-12-19,Kisumu,26.0,65.7,18.0
2021-12-20,Ukunda,29.6,80.4,
2021-12-20,Kisumu,26.3,66.1,0.0
2021-12-21,Ukunda,28.8,85.9,
2021-12-21,Kisumu,28.1,59.5,0.0
2021-12-22,Ukunda,29.6,82.9,
2021-12-22,Kisumu,27.2,58.5,8.6
2021-12-23,Ukunda,29.8,79.5,
2021-12-23,Kisumu,27.5,54.6,0.0
2021-12-24,Ukunda,30.1,77.6,
2021-12-24,Kisumu,26.2,62.3,8.1
2021-12-25,Ukunda,30.0,80.3,
2021-12-25,Kisumu,26.4,64.0,0.0
2021-12-26,Ukunda,28.4,85.0,
2021-12-26,Kisumu,26.0,65.2,0.3
2021-12-27,Ukunda,28.8,81.2,
2021-12-27,Kisumu,27.6,55.9,0.0
2021-12-28,Ukunda,29.0,80.9,
2021-12-28,Kisumu,27.8,49.6,0.0
2021-12-29,Ukunda,29.5,78.5,
2021-12-29,Kisumu,28.6,53.0,13.0
2021-12-30,Ukunda,29.8,79.0,
2021-12-30,Kisumu,24.4,70.4,5.6
2021-12-31,Ukunda,29.7,75.9,
2021-12-31,Kisumu,24.0,71.4,1.5
2022-01-01,Ukunda,29.3,79.3,
2022-01-01,Kisumu,25.2,65.4,6.6
2022-01-02,Ukunda,29.4,77.9,
2022-01-02,Kisumu,26.8,59.8,0.0
2022-01-03,Ukunda,29.3,77.9,
2022-01-03,Kisumu,30.42,52.82,0.25
2022-01-04,Ukunda,29.3,76.7,
2022-01-04,Kisumu,26.82,57.44,0.0
2022-01-05,Ukunda,29.5,78.9,
2022-01-05,Kisumu,26.75,51.13,0.0
2022-01-06,Ukunda,29.5,76.1,
2022-01-06,Kisumu,27.55,47.49,0.0
2022-01-07,Ukunda,29.4,77.4,
2022-01-07,Kisumu,28.6,45.6,0.0
2022-01-08,Ukunda,29.0,74.5,
2022-01-08,Kisumu,29.33,41.19,0.0
2022-01-09,Ukunda,28.9,74.2,
2022-01-09,Kisumu,29.22,34.4,0.0
2022-01-10,Ukunda,28.7,75.2,
2022-01-10,Kisumu,29.17,36.07,0.0
2022-01-11,Ukunda,28.7,76.8,
2022-01-11,Kisumu,29.17,32.88,0.0
2022-01-12,Ukunda,29.5,75.5,
2022-01-12,Kisumu,29.51,29.97,0.0
2022-01-13,Ukunda,29.1,75.8,
2022-01-13,Kisumu,28.91,27.88,0.0
2022-01-14,Ukunda,29.2,76.6,
2022-01-14,Kisumu,27.97,37.8,0.0
2022-01-15,Ukunda,29.4,74.0,
2022-01-15,Kisumu,26.77,49.42,0.0
2022-01-16,Ukunda,29.2,75.9,
2022-01-16,Kisumu,25.73,56.07,3.56
2022-01-17,Ukunda,29.2,74.2,
2022-01-17,Kisumu,21.28,83.33,33.53
2022-01-18,Ukunda,28.8,74.8,
2022-01-18,Kisumu,21.76,77.78,11.43
2022-01-19,Ukunda,28.9,75.0,
2022-01-19,Kisumu,22.12,77.3,1.78
2022-01-20,Ukunda,28.7,77.3,
2022-01-20,Kisumu,24.44,66.41,0.0
2022-01-21,Ukunda,28.1,74.3,
2022-01-21,Kisumu,25.75,63.7,0.0
2022-01-22,Ukunda,28.6,74.7,
2022-01-22,Kisumu,24.87,64.46,0.0
2022-01-23,Ukunda,28.4,71.8,
2022-01-23,Kisumu,25.05,61.45,0.0
2022-01-24,Ukunda,28.4,69.2,
2022-01-24,Kisumu,26.06,57.13,0.0
2022-01-25,Ukunda,28.4,72.3,
2022-01-25,Kisumu,26.95,49.29,0.0
2022-01-26,Ukunda,27.8,73.5,
2022-01-26,Kisumu,27.55,45.38,0.0
2022-01-27,Ukunda,27.7,73.0,
2022-01-27,Kisumu,28.0,44.73,0.0
2022-01-28,Ukunda,27.9,75.2,
2022-01-28,Kisumu,27.59,46.45,0.0
2022-01-29,Ukunda,28.1,73.4,
2022-01-29,Kisumu,26.92,57.79,2.29
2022-01-30,Ukunda,27.9,75.1,
2022-01-30,Kisumu,26.5,62.75,14.48
2022-01-31,Ukunda,28.6,72.8,
2022-01-31,Kisumu,22.58,76.36,0.76
2022-02-01,Ukunda,28.7,,
2022-02-01,Kisumu,24.74,67.18,0.25
2022-02-02,Ukunda,28.8,,
2022-02-02,Kisumu,26.0,65.15,0.25
2022-02-03,Ukunda,29.0,,
2022-02-03,Kisumu,25.67,67.51,24.38
2022-02-04,Ukunda,28.8,,
2022-02-04,Kisumu,21.55,77.46,0.25
2022-02-05,Ukunda,28.2,,
2022-02-06,Ukunda,28.4,,
2022-02-07,Ukunda,28.9,,
2022-02-08,Ukunda,28.6,,
2022-02-09,Ukunda,28.7,,
2022-02-10,Ukunda,28.7,,
2022-02-11,Ukunda,28.2,,
2022-02-12,Ukunda,28.3,,
2022-02-13,Ukunda,28.5,,
2022-02-14,Ukunda,28.2,,
