City,Environment,Container,Percentage,Day,Cases,caseslow95,casesup95,Household,HH_low95,HH_up95,Non_Household,NH_low95,NH_up95,pweeks_cases,pwk_low95,pwk_up95,weeks_cases,wk_low95,wk_up95,pweeks_HHcases,pwk_HHlow95,pwk_HHup95,weeks_HHcases,wk_HHlow95,wk_HHup95,pweeks_NHcases,pwk_NHlow95,pwk_NHup95,weeks_NHcases,wk_NHlow95,wk_NHup95
Ukunda,Non-Household,big,100,1,389.0,175.0,1.011e3,219.5,93.75,571.0,131.5,42.0,420.8,0.5142857142857142,0.3142857142857143,0.8761904761904762,54.0,33.0,92.0,0.4666666666666667,0.29523809523809524,0.8285714285714286,49.0,31.0,87.0,0.3619047619047619,0.19047619047619047,0.780952380952381,38.0,20.0,82.0
Kisumu,Non-Household,big,100,50,433.5,273.2,700.5,188.5,112.0,328.2,222.0,124.75,390.2,0.4857142857142857,0.3619047619047619,0.7142857142857143,51.0,38.0,75.0,0.42857142857142855,0.3047619047619048,0.6666666666666666,45.0,32.0,70.0,0.4,0.26666666666666666,0.6476190476190476,42.0,28.0,68.0
Ukunda,Non-Household,big,100,50,1.0005e3,541.0,1.741e3,528.0,262.2,968.0,422.0,205.2,794.0,0.7333333333333333,0.5238095238095238,0.8952380952380953,77.0,55.0,94.0,0.7142857142857143,0.4857142857142857,0.8666666666666667,75.0,51.0,91.0,0.6571428571428571,0.3904761904761905,0.8,69.0,41.0,84.0
Kisumu,Non-Household,big,100,100,479.0,292.0,808.0,204.0,117.0,368.0,245.5,142.0,453.2,0.5428571428571428,0.3619047619047619,0.780952380952381,57.0,38.0,82.0,0.47619047619047616,0.3238095238095238,0.7238095238095238,50.0,34.0,76.0,0.4380952380952381,0.3047619047619048,0.7333333333333333,46.0,32.0,77.0
Ukunda,Non-Household,big,100,100,1.506e3,836.0,2.354e3,759.0,397.5,1.249e3,683.0,345.0,1.138e3,0.7904761904761904,0.6190476190476191,0.9142857142857143,83.0,65.0,96.0,0.7523809523809524,0.580952380952381,0.8761904761904762,79.0,61.0,92.0,0.7047619047619048,0.5333333333333333,0.8095238095238095,74.0,56.0,85.0
Kisumu,Non-Household,big,100,250,554.5,317.8,988.5,230.5,118.75,436.5,286.5,152.0,558.5,0.6571428571428571,0.41904761904761906,0.8857142857142857,69.0,44.0,93.0,0.6095238095238096,0.37142857142857144,0.8095238095238095,64.0,39.0,85.0,0.5619047619047619,0.3523809523809524,0.8,59.0,37.0,84.0
Ukunda,Non-Household,big,100,250,2.608e3,1.737e3,3.636e3,1.233e3,784.0,1.794e3,1.31e3,819.0,1.907e3,0.819047619047619,0.7333333333333333,0.9238095238095239,86.0,77.0,97.0,0.780952380952381,0.6952380952380952,0.8761904761904762,82.0,73.0,92.0,0.7523809523809524,0.6761904761904762,0.8380952380952381,79.0,71.0,88.0
Kisumu,Non-Household,small,25,1,427.5,251.0,851.5,184.5,101.0,389.8,209.0,103.0,464.5,0.5904761904761905,0.3619047619047619,0.9142857142857143,62.0,38.0,96.0,0.49523809523809526,0.3238095238095238,0.8476190476190476,52.0,34.0,89.0,0.4666666666666667,0.2857142857142857,0.8095238095238095,49.0,30.0,85.0
Ukunda,Non-Household,small,25,1,3.324e3,2.104e3,4.77e3,1.478e3,891.5,2.204e3,1.778e3,1.056e3,2.656e3,1.0,0.9047619047619048,1.0,105.0,95.0,105.0,0.9428571428571428,0.8285714285714286,1.0,99.0,87.0,105.0,0.9619047619047619,0.8285714285714286,0.9904761904761905,101.0,87.0,104.0
Kisumu,Non-Household,small,25,50,487.5,289.8,912.0,207.5,110.0,411.2,249.0,136.8,511.5,0.6095238095238096,0.3904761904761905,0.8666666666666667,64.0,41.0,91.0,0.49523809523809526,0.3142857142857143,0.8380952380952381,52.0,33.0,88.0,0.4666666666666667,0.3142857142857143,0.7904761904761904,49.0,33.0,83.0
Ukunda,Non-Household,small,25,50,3.392e3,2.202e3,4.824e3,1.508e3,922.5,2.236e3,1.812e3,1.11e3,2.672e3,0.9904761904761905,0.8857142857142857,1.0,104.0,93.0,105.0,0.9333333333333333,0.8476190476190476,1.0,98.0,89.0,105.0,0.9333333333333333,0.819047619047619,0.9904761904761905,98.0,86.0,104.0
Kisumu,Non-Household,small,25,100,515.5,310.8,962.0,215.5,118.75,428.0,268.5,146.0,531.5,0.5904761904761905,0.4,0.9523809523809523,62.0,42.0,100.0,0.5047619047619047,0.3238095238095238,0.8571428571428571,53.0,34.0,90.0,0.49523809523809526,0.3142857142857143,0.8285714285714286,52.0,33.0,87.0
Ukunda,Non-Household,small,25,100,3.402e3,2.21e3,4.788e3,1.51e3,937.5,2.212e3,1.818e3,1.116e3,2.662e3,1.0,0.8761904761904762,1.0,105.0,92.0,105.0,0.9428571428571428,0.8380952380952381,1.0,99.0,88.0,105.0,0.9523809523809523,0.819047619047619,0.9904761904761905,100.0,86.0,104.0
Kisumu,Non-Household,small,25,250,665.0,338.0,1.217e3,270.5,127.75,543.0,352.5,162.0,683.0,0.7428571428571429,0.4857142857142857,1.0,78.0,51.0,105.0,0.6857142857142857,0.4,1.0,72.0,42.0,105.0,0.6761904761904762,0.37142857142857144,1.0,71.0,39.0,105.0
Ukunda,Non-Household,small,25,250,3.562e3,2.326e3,5.024e3,1.568e3,979.0,2.298e3,1.922e3,1.205e3,2.804e3,0.9904761904761905,0.8857142857142857,1.0,104.0,93.0,105.0,0.9333333333333333,0.8380952380952381,1.0,98.0,88.0,105.0,0.9333333333333333,0.8095238095238095,0.9904761904761905,98.0,85.0,104.0
Kisumu,Non-Household,small,50,1,311.0,195.5,528.0,142.0,80.75,252.2,146.0,78.5,267.5,0.4,0.29523809523809524,0.6666666666666666,42.0,31.0,70.0,0.34285714285714286,0.24761904761904763,0.6095238095238096,36.0,26.0,64.0,0.3238095238095238,0.22857142857142856,0.6,34.0,24.0,63.0
Ukunda,Non-Household,small,50,1,2.768e3,1.658e3,4.12e3,1.273e3,714.0,1.974e3,1.411e3,790.0,2.21e3,0.9904761904761905,0.8761904761904762,1.0,104.0,92.0,105.0,0.9428571428571428,0.8285714285714286,1.0,99.0,87.0,105.0,0.9238095238095239,0.8,0.9904761904761905,97.0,84.0,104.0
Kisumu,Non-Household,small,50,50,400.5,257.0,657.5,184.5,102.75,320.2,199.5,116.75,351.2,0.45714285714285713,0.3333333333333333,0.7238095238095238,48.0,35.0,76.0,0.4095238095238095,0.2857142857142857,0.6666666666666666,43.0,30.0,70.0,0.3619047619047619,0.2571428571428571,0.638095238095238,38.0,27.0,67.0
Ukunda,Non-Household,small,50,50,2.866e3,1.802e3,4.13e3,1.308e3,776.0,1.984e3,1.47e3,866.0,2.216e3,0.9904761904761905,0.8761904761904762,1.0,104.0,92.0,105.0,0.9238095238095239,0.8095238095238095,1.0,97.0,85.0,105.0,0.9333333333333333,0.8095238095238095,0.9904761904761905,98.0,85.0,104.0
Kisumu,Non-Household,small,50,100,461.0,277.5,773.0,196.0,110.5,357.5,243.0,129.0,420.8,0.5047619047619047,0.3619047619047619,0.7428571428571429,53.0,38.0,78.0,0.45714285714285713,0.3047619047619048,0.6857142857142857,48.0,32.0,72.0,0.41904761904761906,0.2761904761904762,0.6666666666666666,44.0,29.0,70.0
Ukunda,Non-Household,small,50,100,3.028e3,1.941e3,4.29e3,1.38e3,843.0,2.056e3,1.564e3,949.0,2.32e3,0.9523809523809523,0.8380952380952381,1.0,100.0,88.0,105.0,0.9047619047619048,0.8,1.0,95.0,84.0,105.0,0.8761904761904762,0.780952380952381,0.9904761904761905,92.0,82.0,104.0
Kisumu,Non-Household,small,50,250,561.5,319.5,958.0,231.0,118.75,430.5,289.0,150.2,537.0,0.6285714285714286,0.42857142857142855,0.819047619047619,66.0,45.0,86.0,0.5714285714285714,0.3523809523809524,0.7523809523809524,60.0,37.0,79.0,0.5333333333333333,0.3238095238095238,0.7428571428571429,56.0,34.0,78.0
Ukunda,Non-Household,small,50,250,3.264e3,2.13e3,4.624e3,1.465e3,922.0,2.152e3,1.719e3,1.063e3,2.55e3,0.9428571428571428,0.8285714285714286,1.0,99.0,87.0,105.0,0.8761904761904762,0.8,1.0,92.0,84.0,105.0,0.8666666666666667,0.7714285714285715,0.9904761904761905,91.0,81.0,104.0
Kisumu,Non-Household,small,75,1,243.0,155.8,379.2,121.5,71.0,201.2,106.5,54.75,187.2,0.3333333333333333,0.24761904761904763,0.4666666666666667,35.0,26.0,49.0,0.2857142857142857,0.20952380952380953,0.41904761904761906,30.0,22.0,44.0,0.2571428571428571,0.1619047619047619,0.3619047619047619,27.0,17.0,38.0
Ukunda,Non-Household,small,75,1,2.244e3,1.235e3,3.41e3,1.063e3,557.0,1.708e3,1.096e3,560.0,1.771e3,0.9619047619047619,0.8285714285714286,1.0,101.0,87.0,105.0,0.9142857142857143,0.7904761904761904,1.0,96.0,83.0,105.0,0.8857142857142857,0.7619047619047619,0.9904761904761905,93.0,80.0,104.0
Kisumu,Non-Household,small,75,50,369.5,238.0,561.0,171.5,97.0,280.0,179.0,102.5,298.0,0.4095238095238095,0.3047619047619048,0.5333333333333333,43.0,32.0,56.0,0.3523809523809524,0.2571428571428571,0.5142857142857142,37.0,27.0,54.0,0.3142857142857143,0.22857142857142856,0.45714285714285713,33.0,24.0,48.0
Ukunda,Non-Household,small,75,50,2.39e3,1.422e3,3.656e3,1.144e3,638.0,1.8e3,1.182e3,656.0,1.907e3,0.9523809523809523,0.8285714285714286,1.0,100.0,87.0,105.0,0.9142857142857143,0.780952380952381,1.0,96.0,82.0,105.0,0.8666666666666667,0.7619047619047619,0.9904761904761905,91.0,80.0,104.0
Kisumu,Non-Household,small,75,100,447.0,300.0,677.0,199.5,116.75,323.5,228.5,139.5,366.8,0.4666666666666667,0.3333333333333333,0.638095238095238,49.0,35.0,67.0,0.4095238095238095,0.3047619047619048,0.6,43.0,32.0,63.0,0.3619047619047619,0.2761904761904762,0.5238095238095238,38.0,29.0,55.0
Ukunda,Non-Household,small,75,100,2.558e3,1.594e3,3.72e3,1.207e3,708.5,1.829e3,1.272e3,754.0,1.963e3,0.9238095238095239,0.8,1.0,97.0,84.0,105.0,0.8666666666666667,0.7714285714285715,1.0,91.0,81.0,105.0,0.8476190476190476,0.7523809523809524,0.9904761904761905,89.0,79.0,104.0
Kisumu,Non-Household,small,75,250,545.5,323.2,891.0,225.5,117.0,410.8,282.5,154.0,497.5,0.5619047619047619,0.41904761904761906,0.7428571428571429,59.0,44.0,78.0,0.5047619047619047,0.34285714285714286,0.6952380952380952,53.0,36.0,73.0,0.47619047619047616,0.3523809523809524,0.6666666666666666,50.0,37.0,70.0
Ukunda,Non-Household,small,75,250,3.038e3,2.027e3,4.236e3,1.397e3,870.0,2.042e3,1.572e3,1.001e3,2.294e3,0.8952380952380953,0.8,1.0,94.0,84.0,105.0,0.8476190476190476,0.7714285714285715,0.9619047619047619,89.0,81.0,101.0,0.8285714285714286,0.7523809523809524,0.9523809523809523,87.0,79.0,100.0
Kisumu,Non-Household,small,100,1,207.0,140.5,313.2,113.0,65.0,175.0,84.0,45.75,146.2,0.2857142857142857,0.20952380952380953,0.3904761904761905,30.0,22.0,41.0,0.2571428571428571,0.19047619047619047,0.34285714285714286,27.0,20.0,36.0,0.2,0.13333333333333333,0.29523809523809524,21.0,14.0,31.0
Ukunda,Non-Household,small,100,1,1.806e3,979.0,2.824e3,890.5,445.2,1.454e3,848.0,400.0,1.404e3,0.9428571428571428,0.7904761904761904,1.0,99.0,83.0,105.0,0.8857142857142857,0.7619047619047619,1.0,93.0,80.0,105.0,0.8380952380952381,0.7238095238095238,0.9904761904761905,88.0,76.0,104.0
Kisumu,Non-Household,small,100,50,338.5,227.0,489.8,160.0,92.75,249.2,158.0,94.0,256.5,0.3523809523809524,0.2857142857142857,0.4666666666666667,37.0,30.0,49.0,0.3238095238095238,0.23809523809523808,0.42857142857142855,34.0,25.0,45.0,0.2857142857142857,0.20952380952380953,0.37142857142857144,30.0,22.0,39.0
Ukunda,Non-Household,small,100,50,1.972e3,1.118e3,3.052e3,963.0,502.5,1.556e3,950.5,483.8,1.558e3,0.8857142857142857,0.7714285714285715,1.0,93.0,81.0,105.0,0.8571428571428571,0.7333333333333333,1.0,90.0,77.0,105.0,0.8095238095238095,0.6952380952380952,0.9904761904761905,85.0,73.0,104.0
Kisumu,Non-Household,small,100,100,438.0,287.8,654.0,197.5,117.0,314.0,227.5,135.8,355.2,0.42857142857142855,0.3238095238095238,0.5428571428571428,45.0,34.0,57.0,0.3904761904761905,0.3047619047619048,0.49523809523809526,41.0,32.0,52.0,0.34285714285714286,0.2571428571428571,0.44761904761904764,36.0,27.0,47.0
Ukunda,Non-Household,small,100,100,2.202e3,1.32e3,3.268e3,1.053e3,597.0,1.645e3,1.077e3,591.0,1.676e3,0.8666666666666667,0.7523809523809524,0.9904761904761905,91.0,79.0,104.0,0.8380952380952381,0.7142857142857143,0.9619047619047619,88.0,75.0,101.0,0.7904761904761904,0.6857142857142857,0.9238095238095239,83.0,72.0,97.0
Kisumu,Non-Household,small,100,250,537.5,324.5,822.5,225.5,120.0,388.5,278.5,154.8,457.5,0.5428571428571428,0.4380952380952381,0.6571428571428571,57.0,46.0,69.0,0.5142857142857142,0.3619047619047619,0.6476190476190476,54.0,38.0,68.0,0.47619047619047616,0.3523809523809524,0.580952380952381,50.0,37.0,61.0
Ukunda,Non-Household,small,100,250,2.796e3,1.78e3,3.968e3,1.296e3,789.0,1.922e3,1.428e3,864.5,2.116e3,0.8761904761904762,0.7714285714285715,0.9904761904761905,92.0,81.0,104.0,0.8285714285714286,0.7333333333333333,0.9523809523809523,87.0,77.0,100.0,0.8,0.7238095238095238,0.9142857142857143,84.0,76.0,96.0
Kisumu,Non-Household,both,25,1,380.0,221.0,743.0,168.0,90.0,335.5,187.5,95.0,400.8,0.4857142857142857,0.34285714285714286,0.8857142857142857,51.0,36.0,93.0,0.4095238095238095,0.26666666666666666,0.780952380952381,43.0,28.0,82.0,0.4095238095238095,0.2571428571428571,0.7619047619047619,43.0,27.0,80.0
Ukunda,Non-Household,both,25,1,2.64e3,1.554e3,3.94e3,1.221e3,678.0,1.914e3,1.33e3,727.0,2.094e3,0.9904761904761905,0.8761904761904762,1.0,104.0,92.0,105.0,0.9428571428571428,0.8476190476190476,1.0,99.0,89.0,105.0,0.9428571428571428,0.819047619047619,0.9904761904761905,99.0,86.0,104.0
Kisumu,Non-Household,both,25,50,469.5,275.8,879.0,197.0,110.75,398.8,234.0,123.0,485.0,0.5904761904761905,0.3904761904761905,0.8761904761904762,62.0,41.0,92.0,0.4857142857142857,0.3142857142857143,0.8,51.0,33.0,84.0,0.45714285714285713,0.2761904761904762,0.780952380952381,48.0,29.0,82.0
Ukunda,Non-Household,both,25,50,2.78e3,1.754e3,4.012e3,1.285e3,766.5,1.943e3,1.411e3,841.0,2.142e3,0.9904761904761905,0.8666666666666667,1.0,104.0,91.0,105.0,0.9238095238095239,0.8095238095238095,1.0,97.0,85.0,105.0,0.9142857142857143,0.8095238095238095,0.9904761904761905,96.0,85.0,104.0
Kisumu,Non-Household,both,25,100,507.5,299.0,950.5,211.5,118.5,426.8,261.0,141.5,532.0,0.580952380952381,0.38095238095238093,0.8952380952380953,61.0,40.0,94.0,0.49523809523809526,0.3238095238095238,0.8095238095238095,52.0,34.0,85.0,0.5047619047619047,0.3142857142857143,0.8,53.0,33.0,84.0
Ukunda,Non-Household,both,25,100,2.758e3,1.697e3,4.042e3,1.28e3,735.0,1.949e3,1.405e3,803.0,2.158e3,0.9428571428571428,0.8285714285714286,1.0,99.0,87.0,105.0,0.9047619047619048,0.7904761904761904,1.0,95.0,83.0,105.0,0.8761904761904762,0.7714285714285715,0.9904761904761905,92.0,81.0,104.0
Kisumu,Non-Household,both,25,250,627.0,345.8,1.138e3,258.5,128.8,510.0,335.0,163.8,637.0,0.7428571428571429,0.4857142857142857,1.0,78.0,51.0,105.0,0.6666666666666666,0.4,0.9047619047619048,70.0,42.0,95.0,0.6666666666666666,0.38095238095238093,0.8761904761904762,70.0,40.0,92.0
Ukunda,Non-Household,both,25,250,3.232e3,2.106e3,4.56e3,1.468e3,908.0,2.15e3,1.699e3,1.046e3,2.506e3,0.9523809523809523,0.8476190476190476,1.0,100.0,89.0,105.0,0.8952380952380953,0.8,1.0,94.0,84.0,105.0,0.8761904761904762,0.780952380952381,0.9904761904761905,92.0,82.0,104.0
Kisumu,Non-Household,both,50,1,279.5,179.8,451.0,136.5,75.75,222.8,127.0,66.0,222.8,0.3619047619047619,0.26666666666666666,0.5714285714285714,38.0,28.0,60.0,0.3238095238095238,0.21904761904761905,0.47619047619047616,34.0,23.0,50.0,0.2857142857142857,0.19047619047619047,0.4380952380952381,30.0,20.0,46.0
Ukunda,Non-Household,both,50,1,947.0,359.5,1.87e3,485.5,174.0,1.002e3,396.5,121.0,883.0,0.8095238095238095,0.5142857142857142,0.9904761904761905,85.0,54.0,104.0,0.7904761904761904,0.45714285714285713,0.9714285714285714,83.0,48.0,102.0,0.7428571428571429,0.34285714285714286,0.8952380952380953,78.0,36.0,94.0
Kisumu,Non-Household,both,50,50,378.5,243.0,576.0,175.0,102.75,284.2,190.5,107.5,308.0,0.41904761904761906,0.3142857142857143,0.5523809523809524,44.0,33.0,58.0,0.37142857142857144,0.26666666666666666,0.5238095238095238,39.0,28.0,55.0,0.3333333333333333,0.2571428571428571,0.47619047619047616,35.0,27.0,50.0
Ukunda,Non-Household,both,50,50,1.318e3,677.0,2.204e3,668.0,314.8,1.168e3,591.5,263.0,1.058e3,0.819047619047619,0.6476190476190476,1.0,86.0,68.0,105.0,0.8,0.6,0.9619047619047619,84.0,63.0,101.0,0.7333333333333333,0.5428571428571428,0.9333333333333333,77.0,57.0,98.0
Kisumu,Non-Household,both,50,100,430.5,271.8,680.0,187.0,109.5,322.8,218.0,122.5,367.5,0.45714285714285713,0.3333333333333333,0.6666666666666666,48.0,35.0,70.0,0.4,0.3047619047619048,0.6190476190476191,42.0,32.0,65.0,0.3619047619047619,0.26666666666666666,0.5619047619047619,38.0,28.0,59.0
Ukunda,Non-Household,both,50,100,1.748e3,1.024e3,2.698e3,876.5,472.2,1.404e3,822.0,435.2,1.337e3,0.8285714285714286,0.7047619047619048,0.9523809523809523,87.0,74.0,100.0,0.8,0.6571428571428571,0.9238095238095239,84.0,69.0,97.0,0.7428571428571429,0.6095238095238096,0.8857142857142857,78.0,64.0,93.0
Kisumu,Non-Household,both,50,250,571.0,336.0,940.0,239.0,125.75,433.8,297.0,154.5,528.0,0.6190476190476191,0.45714285714285713,0.7714285714285715,65.0,48.0,81.0,0.5619047619047619,0.37142857142857144,0.7333333333333333,59.0,39.0,77.0,0.5047619047619047,0.3619047619047619,0.7047619047619048,53.0,38.0,74.0
Ukunda,Non-Household,both,50,250,2.588e3,1.686e3,3.648e3,1.212e3,752.0,1.795e3,1.308e3,796.0,1.933e3,0.819047619047619,0.7428571428571429,0.9333333333333333,86.0,78.0,98.0,0.7904761904761904,0.7047619047619048,0.9047619047619048,83.0,74.0,95.0,0.7619047619047619,0.6761904761904762,0.8761904761904762,80.0,71.0,92.0
Kisumu,Non-Household,both,75,1,188.0,127.5,281.0,101.5,60.0,163.0,77.5,42.0,126.0,0.2571428571428571,0.2,0.34285714285714286,27.0,21.0,36.0,0.23809523809523808,0.17142857142857143,0.3238095238095238,25.0,18.0,34.0,0.19047619047619047,0.13333333333333333,0.2571428571428571,20.0,14.0,27.0
Ukunda,Non-Household,both,75,1,261.5,136.5,482.0,158.5,78.0,305.2,77.0,26.75,176.5,0.3523809523809524,0.24761904761904763,0.5142857142857142,37.0,26.0,54.0,0.3238095238095238,0.21904761904761905,0.4857142857142857,34.0,23.0,51.0,0.22857142857142856,0.11428571428571428,0.3523809523809524,24.0,12.0,37.0
Kisumu,Non-Household,both,75,50,322.5,211.5,460.2,152.0,93.0,236.5,156.0,90.0,242.0,0.3333333333333333,0.26666666666666666,0.42857142857142855,35.0,28.0,45.0,0.3047619047619048,0.23809523809523808,0.4095238095238095,32.0,25.0,43.0,0.2571428571428571,0.19047619047619047,0.3333333333333333,27.0,20.0,35.0
Ukunda,Non-Household,both,75,50,697.5,410.5,1.109e3,382.0,209.5,644.5,277.5,146.0,481.5,0.4857142857142857,0.38095238095238093,0.638095238095238,51.0,40.0,67.0,0.4666666666666667,0.3523809523809524,0.6095238095238096,49.0,37.0,64.0,0.37142857142857144,0.26666666666666666,0.5333333333333333,39.0,28.0,56.0
Kisumu,Non-Household,both,75,100,419.0,280.8,614.0,190.5,112.0,294.2,215.0,129.0,329.8,0.3904761904761905,0.3238095238095238,0.49523809523809526,41.0,34.0,52.0,0.3619047619047619,0.29523809523809524,0.47619047619047616,38.0,31.0,50.0,0.3142857142857143,0.24761904761904763,0.4095238095238095,33.0,26.0,43.0
Ukunda,Non-Household,both,75,100,1.154e3,720.0,1.722e3,607.5,352.8,942.0,507.0,291.0,807.0,0.5619047619047619,0.4666666666666667,0.6666666666666666,59.0,49.0,70.0,0.5428571428571428,0.4380952380952381,0.6571428571428571,57.0,46.0,69.0,0.44761904761904764,0.34285714285714286,0.6095238095238096,47.0,36.0,64.0
Kisumu,Non-Household,both,75,250,537.0,317.8,825.5,227.5,121.0,380.8,276.5,150.5,457.5,0.5523809523809524,0.42857142857142855,0.6571428571428571,58.0,45.0,69.0,0.49523809523809526,0.3619047619047619,0.6285714285714286,52.0,38.0,66.0,0.4380952380952381,0.3523809523809524,0.580952380952381,46.0,37.0,61.0
Ukunda,Non-Household,both,75,250,2.272e3,1.525e3,3.162e3,1.106e3,707.0,1.593e3,1.123e3,695.5,1.635e3,0.7142857142857143,0.638095238095238,0.8,75.0,67.0,84.0,0.6952380952380952,0.6095238095238096,0.7714285714285715,73.0,64.0,81.0,0.638095238095238,0.5523809523809524,0.7238095238095238,67.0,58.0,76.0
Kisumu,Non-Household,both,100,1,140.5,99.0,197.0,83.5,50.75,127.25,48.5,26.0,74.25,0.2,0.1619047619047619,0.2571428571428571,21.0,17.0,27.0,0.19047619047619047,0.14285714285714285,0.24761904761904763,20.0,15.0,26.0,0.12380952380952381,0.09523809523809523,0.1523809523809524,13.0,10.0,16.0
Ukunda,Non-Household,both,100,1,126.0,77.0,200.0,95.5,54.0,153.0,22.0,9.0,51.0,0.19047619047619047,0.13333333333333333,0.24761904761904763,20.0,14.0,26.0,0.19047619047619047,0.13333333333333333,0.24761904761904763,20.0,14.0,26.0,0.09523809523809523,0.05714285714285714,0.12380952380952381,10.0,6.0,13.0
Kisumu,Non-Household,both,100,50,282.5,199.8,385.2,137.5,86.5,210.0,130.0,85.5,192.0,0.26666666666666666,0.21904761904761905,0.3238095238095238,28.0,23.0,34.0,0.2571428571428571,0.21904761904761905,0.3238095238095238,27.0,23.0,34.0,0.2,0.17142857142857143,0.22857142857142856,21.0,18.0,24.0
Ukunda,Non-Household,both,100,50,447.0,291.5,652.0,261.5,153.8,410.8,170.5,102.0,268.2,0.3238095238095238,0.2761904761904762,0.38095238095238093,34.0,29.0,40.0,0.3238095238095238,0.26666666666666666,0.38095238095238093,34.0,28.0,40.0,0.2,0.17142857142857143,0.24761904761904763,21.0,18.0,26.0
Kisumu,Non-Household,both,100,100,392.5,265.0,542.0,178.0,107.75,268.2,200.0,126.25,294.2,0.3333333333333333,0.2857142857142857,0.3904761904761905,35.0,30.0,41.0,0.3238095238095238,0.26666666666666666,0.38095238095238093,34.0,28.0,40.0,0.2571428571428571,0.22857142857142856,0.3047619047619048,27.0,24.0,32.0
Ukunda,Non-Household,both,100,100,930.5,589.5,1.324e3,501.0,293.8,740.0,405.0,242.5,603.5,0.41904761904761906,0.3619047619047619,0.47619047619047616,44.0,38.0,50.0,0.4095238095238095,0.3619047619047619,0.47619047619047616,43.0,38.0,50.0,0.29523809523809524,0.26666666666666666,0.3333333333333333,31.0,28.0,35.0
Kisumu,Non-Household,both,100,250,547.0,336.8,813.5,235.0,128.5,378.0,290.5,165.5,460.5,0.5047619047619047,0.41904761904761906,0.5619047619047619,53.0,44.0,59.0,0.49523809523809526,0.37142857142857144,0.5619047619047619,52.0,39.0,59.0,0.4380952380952381,0.3619047619047619,0.4857142857142857,46.0,38.0,51.0
Ukunda,Non-Household,both,100,250,2.116e3,1.456e3,2.832e3,1.032e3,676.5,1.445e3,1.046e3,680.5,1.449e3,0.5904761904761905,0.5523809523809524,0.6476190476190476,62.0,58.0,68.0,0.5904761904761905,0.5428571428571428,0.6476190476190476,62.0,57.0,68.0,0.49523809523809526,0.4666666666666667,0.5238095238095238,52.0,49.0,55.0
Kisumu,None,None,0,0,783.5,350.2,1.558e3,310.0,130.5,676.5,418.0,167.2,907.0,0.9428571428571428,0.5142857142857142,1.0,99.0,54.0,105.0,0.8285714285714286,0.3904761904761905,1.0,87.0,41.0,105.0,0.819047619047619,0.4,1.0,86.0,42.0,105.0
Ukunda,None,None,0,0,3.972e3,2.68e3,5.444e3,1.706e3,1.095e3,2.436e3,2.2e3,1.423e3,3.126e3,0.9904761904761905,0.8952380952380953,1.0,104.0,94.0,105.0,0.9333333333333333,0.8380952380952381,1.0,98.0,88.0,105.0,0.9523809523809523,0.8380952380952381,0.9904761904761905,100.0,88.0,104.0
